gamma,phi,eta,L,t,r
0.07265167744759245,1.5625420395740157,0.0009934395164574825,0.002113942725366682,27.25287950465716,5.302297136175947e-07
0.08084521740206892,1.476952969457869,0.001011660158552799,0.006172007469276836,18.209345697853934,5.638908628878376e-07
0.08822155153706054,1.34768953709436,0.0010051288080112923,0.009753474777400718,27.58462734113309,3.724386032993559e-07
0.0662964217836286,1.4138201573838034,0.0010110787246325455,0.006451714795024658,11.24763166749329,7.260054672638363e-07
0.07876145246059642,1.4057067066306121,0.001010002045670237,0.0048944137106015475,10.394075143000324,3.6362746260858384e-07
0.06739811876837545,1.5554878206850076,0.0009867843462675744,0.001935589183149289,22.13843553864475,3.1897164545011827e-07
0.07164530182960474,1.4735402345206314,0.0009860442986684367,0.0075176264948946915,23.411751986542512,7.02990903869557e-07
0.07590869153170715,1.4907761711608556,0.0009880324666116324,0.006009228912233636,23.733081573714884,4.835713847035963e-07
0.07145953092066698,1.5287776383166758,0.00100644841581505,0.00599403839424707,28.722635566862273,8.369913376626072e-07
0.060236336138295286,1.290208604159684,0.0009969285975104378,0.010701872552655709,24.459377097923063,5.44198195186496e-07
0.06897535512644411,1.510957176109586,0.0010098628695646306,0.0036033464049762117,22.215320262821717,2.782870861254072e-07
0.07587586153053742,1.5530218032326848,0.0009927372844142999,0.002372976914563547,28.249187031463006,2.8533709005432405e-07
0.06326837698269243,1.466184590835387,0.0009890892619825677,0.0053921416074255235,16.125877741828802,5.371244754873495e-07
0.0935980361982623,1.4369811394099639,0.0010079538425396184,0.008787182352261334,13.991541291065255,8.669221917547035e-07
0.08478435129783861,1.352919759305827,0.0010027834850682839,0.004845609958081514,11.544445544604557,2.3169157082884872e-07
0.06686022673959781,1.5421922281193858,0.0009992684179624847,0.003187282844764557,13.760036443931511,7.699813642699431e-07
0.0698581483032755,1.4476116614819174,0.0009922457679663313,0.004887437654240252,17.169040210650042,3.241971381428079e-07
0.0806290952940943,1.4214041313451884,0.0010047686208175862,0.006018717466801749,27.056244769847527,2.2326292456262313e-07
0.07196730218012772,1.1557954531508852,0.0009706357584226357,0.01670762583368747,23.018715760858242,8.239496185042661e-07
0.07489031180359178,1.450209735221688,0.000990626772216318,0.006471870995093644,20.07545990743698,4.63070567380267e-07
0.08519750900080081,1.4389283641332964,0.0009988308397124973,0.003835989948429672,10.713803557917636,2.423829102753534e-07
0.08151334071658194,1.2714555351758186,0.0010105642435546598,0.011115233823675108,20.44795923661271,5.013675124856642e-07
0.06421317949531043,1.4471055377812163,0.0010270267953129695,0.004291300854698172,16.265912261074888,2.903115312487937e-07
0.08401261255943009,1.5037300592433842,0.0009732293044899463,0.0031631807948220092,13.541310172976262,2.5849775801864305e-07
0.06771807034047905,1.4959915157426589,0.0010134308018761575,0.003489562742364416,17.306252478957546,2.851825136534696e-07
0.07825002058470837,1.441497245463291,0.0010035035233724894,0.007109577812951437,20.74205366133824,4.916033527216631e-07
0.08137382502676585,1.497794676940824,0.000989069852836398,0.0050950540135192785,10.426995268317922,8.036015558456611e-07
0.08702875971900549,1.504659443679516,0.0009920706461093245,0.00796319694835026,25.712458484392396,8.36407635711603e-07
0.06370086659838183,1.5690148885953503,0.0009890319414329518,0.0004827968726831014,11.788848334194679,3.4767075404026326e-07
0.06494812272040927,1.455888606312405,0.0010170333585560803,0.006297119117904887,23.813403020750137,4.6550324833127793e-07
0.06801155938142618,1.5589886190109605,0.001001990560396057,0.0016843627042225624,25.54331905426529,2.7408303801273724e-07
0.06959980614626342,1.492972246886182,0.000987076025056764,0.006201632847396453,15.414017283389345,8.773565021586719e-07
0.0781433928395107,1.5111295047666256,0.0010337417490584018,0.0042728922913130565,10.257323725374894,7.655886939577642e-07
0.08682823830426427,1.5067070523604045,0.0009786865685906421,0.003738683432208417,10.152730401890793,4.936484654062183e-07
0.07721916023422809,1.2472843761737054,0.0010101140858254243,0.008878443316064211,20.8863690963,3.1655727904220696e-07
0.06760269823460423,1.512532025270716,0.0010156311820521547,0.0044610171121646745,11.946874708567547,8.671562738811305e-07
0.07506733875977524,1.236610337015771,0.0010026825277215355,0.01279759340770875,18.610518992818353,7.142470944406866e-07
0.073536797510115,1.486036571053172,0.0010111750305813834,0.007634244052659074,22.90801132479059,8.513776266648351e-07
0.06962767182441024,1.216092998819585,0.0009825981902304049,0.012634756840960762,18.368662761565897,7.054330331811235e-07
0.09835706423501403,1.503277922930119,0.0010070289754416472,0.004550721461388524,20.977493581197688,2.973013194955682e-07
0.07709435564032563,1.529078684205019,0.000998808678273211,0.003875250067229445,28.62974294972365,3.275807630216971e-07
0.07090424171533986,1.1786911243404397,0.0009889198465604634,0.010563798574316781,18.502731975774488,4.555669373309658e-07
0.07797256136156368,1.563578669205156,0.0010054294869538622,0.001420610585047463,21.092754689701852,3.461879136147449e-07
0.0624011094366228,1.3783175039130615,0.001002136326645172,0.007960427634349091,25.941572679374488,3.975376692274487e-07
0.066667665871355,1.5692863763732838,0.0010293023551823002,0.0006886205838472314,11.974406574290906,8.178664683456285e-07
0.06300864049533968,1.4596406634294545,0.0009919876526609268,0.004704870705685982,13.214854784251603,4.758652020424237e-07
0.05735805972444748,1.2494808800160322,0.0010106296545808811,0.0067502948145648145,21.702637508790698,2.3169307978171504e-07
0.06674429518748623,1.198176316921432,0.0009952102657748208,0.008554089803178696,20.730421335997452,2.8009596743953996e-07
0.059786822018293315,1.3667842862163362,0.0010094057749207366,0.008596091180344566,23.6586485153691,4.952675307190948e-07
0.07986179378019125,1.4747268895231402,0.0010100947437504668,0.00575401015322108,14.47095526807409,5.85797033734238e-07
0.04509551042704258,1.3713431679056458,0.0010171522374386574,0.005134017886134917,18.248860948743964,3.2295953430072674e-07
0.07143521949982835,1.4667196686735802,0.0010066599718257273,0.003428106600622333,14.689255922764898,2.2184004623560268e-07
0.09125975238817391,1.4801905068587835,0.000984806070835914,0.007688316321826185,29.76417828379438,4.939518383762663e-07
0.07271297093855689,1.4472415276646429,0.0009983374120538199,0.005366724682159217,16.950906527272274,3.758735218910986e-07
0.07766021178071272,1.2125387257673033,0.0009955464202177707,0.013625969176295289,27.989471646759082,4.658311863626776e-07
0.06730584960528938,1.4668681329820434,0.001000171058323388,0.005377068066069182,23.987856867365416,3.462955527494354e-07
0.07235829573533711,1.5679892541058407,0.0010117761809176513,0.0010948579351289151,23.264718579959407,5.198829657212957e-07
0.07565599715205426,1.5003481395188967,0.0009987517270996112,0.005344951519108481,11.67797922399162,8.866491641324551e-07
0.05892952795808791,1.467604749064848,0.0010040059320541297,0.003555645271657916,11.507104899833308,3.658394271067877e-07
0.07442313899932237,1.528204924783197,0.0009911312349092135,0.004041873759884595,24.000888657529288,4.23402583980441e-07
0.07356019776262897,1.4213646948864844,0.0010059327938111353,0.004747486876426953,12.818584400879821,3.232145562347876e-07
0.07044899047381552,1.5131421052544443,0.0010135876997507706,0.004472855960658314,18.85708601480329,5.329316471609569e-07
0.064667729874015,1.5136542369200419,0.0010054392839447953,0.006777782937109573,27.956095828538974,8.707153762679725e-07
0.07507910005203608,1.5202825113785368,0.0010031085161561364,0.0034811071234803442,19.247355392798454,3.2906766578698606e-07
0.07654464258042881,1.4253923146871885,0.0009997857039575897,0.005855574920866897,16.00724118334132,3.6887762906409417e-07
0.09529040910828854,1.5233782230408583,0.0010007437381092082,0.005528392524030124,18.64729473334774,7.511462882284158e-07
0.08939783214487187,1.5238598805272199,0.0010191864232882426,0.002713534495073263,10.134870022984712,3.570269935182238e-07
0.07664165737231655,1.2048856544332707,0.0010054073888686964,0.012550640428461464,15.08668939788556,7.602498181002202e-07
0.07803537321274179,1.5102952568102466,0.0010130344189966068,0.0045729327917846205,11.980188644648253,7.698580594303742e-07
0.06404159524258325,1.1425668650556566,0.0010084700060473126,0.01022736006468444,25.508355265065532,3.0908632404062765e-07
0.08324860637639815,1.540809225542245,0.0010026453026480294,0.0034889354954977677,25.99857510840573,3.685956570587328e-07
0.0715695556376043,1.4904676604233391,0.001003240646514381,0.007168402603856962,21.655043837054514,8.302887665321071e-07
0.057219445804441424,1.301589706852863,0.0010073986743236707,0.008093819869302852,10.013910266897115,8.854791601156802e-07
0.08618268660990995,1.4517684377868574,0.001003447711810576,0.004502789573684492,13.08637195370263,3.024703395198516e-07
0.06831445602708484,1.4940201941260516,0.0009982120881642162,0.0059357516611723525,27.610939517139204,4.7005594101532516e-07
0.0639962173189194,1.5356166737974049,0.000992048345050842,0.003439730685294435,12.394019212965608,8.642544458857651e-07
0.06508552226435663,1.384716873355131,0.0010000602288022734,0.007192580770461368,28.139394496045632,3.0282168337468537e-07
0.07861065701075523,1.4045316473844467,0.0010048410912561162,0.00676539269125804,15.921520081996361,4.457184735633984e-07
0.06803507994498374,1.4319760078775194,0.0009997270843719482,0.00396356804083788,11.432519590519771,2.9556756664734726e-07
0.08310682006248195,1.2540926623826951,0.0010097457112992867,0.011717639755807084,12.969872746946738,8.089022781875185e-07
0.07676751070416579,1.4882636366235094,0.0009996098502493109,0.007888074742073127,26.745071171100882,7.471626295752288e-07
0.08062282374537341,1.5532091952244986,0.0010029497487511428,0.0033660477619509048,27.359407251291085,5.612581380459108e-07
0.07800131862219778,1.3904432880843942,0.0010093548160439625,0.0117900814517195,27.37045825654611,7.279229921510096e-07
0.06843110507072683,1.4430300485269072,0.0010019402362455767,0.009669638634944452,27.398255116462394,7.790934811044648e-07
0.08655528576938291,1.1978081367837867,0.0009945115486603609,0.008385604096283856,13.516088111707758,3.249698073836138e-07
0.06010512802897089,1.2581493225347802,0.0010026766952891824,0.008851826205893719,14.817710791290295,5.75804680959171e-07
0.07149015027050314,1.3018259937412513,0.0009954489413864125,0.006939750837281871,22.651606327383952,2.2057946486966455e-07
0.06873594345056641,1.5248999677530002,0.0010042324418944072,0.003378200425382363,15.5067949098727,4.6269861817284115e-07
0.06712119855195593,1.5306685098009145,0.0009896968375103803,0.0052881207659539724,27.396695014275533,7.702820291729785e-07
0.07149248217462484,1.4847641245147578,0.0009889926443450512,0.0038438148573398403,10.520451161723084,4.426962967391943e-07
0.07012389408335173,1.5470039975265657,0.000999756467878182,0.0045575111718443645,29.918149085685616,8.119493164688613e-07
0.07571081421416516,1.4087791661262345,0.0010055672924231477,0.010529088806774103,21.49952237372373,8.621757599330621e-07
0.0839664696082981,1.3884202468902167,0.0010123499573558438,0.006156954865518343,19.118402578326876,2.6342764214172295e-07
0.07855795165344027,1.5245575736626096,0.0009902526702726328,0.004218558026660596,20.665935054030328,4.718102686230014e-07
0.07990057164676363,1.5528329467753912,0.0009950022439853777,0.0017903729003302473,13.332516023748418,3.3991568489969585e-07
0.07960063093340158,1.4430700833743608,0.0010084728970286602,0.006493075809978761,16.220175110366725,5.139871263697958e-07
0.06409302001432717,1.371805438335053,0.001001584446918938,0.010706905682616561,23.35429448939929,7.973967430314282e-07
0.09614642206319711,1.204989766768185,0.0009927563340986585,0.0190089874303445,27.897220345848357,7.42923923848365e-07
0.07819820194313314,1.47759433775784,0.0009996457782718766,0.008955512005582963,27.90383716636821,7.659734852625499e-07
0.05143506692975339,1.4788236347566346,0.0010103158741723505,0.006734449791618671,24.559853770126317,8.009527155607407e-07
0.06896465326013435,1.2933521555023775,0.0009920119338727813,0.01195301589601552,17.878958789812053,8.419135387139631e-07
0.07140168771373498,1.5172883292938215,0.0009969213239956394,0.004505977271285173,25.616930344341014,4.147494845958957e-07
0.08295531758195411,1.4917193256374812,0.0009827500860364858,0.00418879784966848,19.90664565865686,2.605226696173931e-07
0.05497517016672884,1.5633188193813121,0.0010104906829446088,0.0014327527071726076,24.834171820128873,4.1006916241927384e-07
0.07989791535526872,1.3453804787710781,0.0009953288716762012,0.01369873442797311,28.642113505697,7.24362188093783e-07
0.06932313671376734,1.2532544139749426,0.0010036075012861574,0.008455710754956922,23.98954286520894,2.8103967904145393e-07
0.07388804057973926,1.5031106428909589,0.0009987241802924072,0.002962131193816347,11.006464633451321,3.2574468718722585e-07
0.09089049507372587,1.5139288192530997,0.0010086821445670169,0.005049668487953353,22.61362733517025,4.442301625664869e-07
0.06603186863518132,1.4739487596687444,0.0009936222907202007,0.00350351476658324,16.058936922897132,2.3173166896264695e-07
0.061246781783590824,1.4558355381263317,0.0010027411010793271,0.008397811346746503,25.688513793341343,7.680616661648442e-07
0.06845209156634784,1.504882338217537,0.0010118168633293713,0.006286101468942911,23.795563854100372,7.60620918658658e-07
0.07679857470663962,1.5225636870769712,0.0009938936582020135,0.0032205238737603083,19.11346126346687,2.8997055748716963e-07
0.0736384501193306,1.280949393902178,0.0009908113059636503,0.013293144255461013,18.660691527589623,8.861511203827052e-07
0.07150879003027798,1.5124766812808734,0.0010091874859220775,0.004570800762021069,11.976342327637067,8.3340131159165e-07
0.08625300005905076,1.5148655407893952,0.0009900595605482434,0.0037250560628962525,27.033012857505724,2.1333354254714305e-07
0.07150605287513138,1.565474237114806,0.0009915929993181928,0.0013863112799621636,12.371671881886346,7.949636843261344e-07
0.06085404328707674,1.5135235608571544,0.0010092556157589242,0.00515867729661768,21.241470839963945,7.354333892766545e-07
0.06786997873573765,1.3723842768088639,0.001013593713194304,0.008705251108525155,20.288425488582998,5.486762851964883e-07
0.07464408459624045,1.4238066733976482,0.000998304097305886,0.006190464413119767,12.555812062856866,5.463475758216426e-07
0.050528383751903216,1.5680785643111204,0.0009990331854868697,0.0010538427971579973,26.699427832988857,6.124517960137733e-07
0.0772565026461877,1.538899298487643,0.0009858539436346863,0.00505616360965812,26.674132145027226,7.452567272380535e-07
0.0773466335020568,1.5504731549671233,0.0010092031842578232,0.0024426713031830655,20.220177009953588,3.783073840422546e-07
0.07622112436142255,1.4880260786884039,0.0009986965964258545,0.00528303370732051,23.246527866057427,3.70373942995277e-07
0.07098099191819421,1.4716032061648932,0.001000200133104459,0.008588772028443815,28.04115089610322,7.614779675834529e-07
0.07173690076363579,1.557585522363364,0.0010038854586703711,0.0029190257624840013,29.26307593166866,5.894819299286022e-07
0.08693418683568832,1.5119940345180998,0.001017385026504417,0.0038966799129893067,16.96610055481503,3.5415091017865306e-07
0.07641826746805419,1.5371415170806664,0.0009988555428614644,0.0024541180335196705,13.783142572860195,3.377957133983181e-07
0.06984850123221963,1.407813818896584,0.0010062914018620112,0.009572566036612858,26.777457010965694,5.97630015360114e-07
0.06824721653715593,1.5166480698436426,0.0010091320491793928,0.0036736318165545025,23.549804860072044,3.146384286830204e-07
0.07424289333441986,1.479111077973855,0.000985458683653134,0.004835595843850621,15.339104872961824,4.5342113374581084e-07
0.06971499298487771,1.3365663526616522,0.0010166286895629151,0.00983712393491382,21.108537323746646,5.763207120895434e-07
0.06604050271672189,1.3856473884928737,0.001010086442354122,0.009208471980901516,20.51741096363051,7.040752741949083e-07
0.06295791378282668,1.0727121212741486,0.0010034916876991372,0.014316833056025316,21.216636990403202,6.642660025974845e-07
0.08094619660989913,1.47675793946145,0.001011757159131612,0.005894325966023138,11.85258933147959,7.797960613605848e-07
0.08206253573599327,1.3976269792726657,0.000987086258598279,0.008645970802585086,18.648071436509937,5.518377305382778e-07
0.07722203810452352,1.4960654349329836,0.0009893216956348592,0.0023853678117922985,10.022967075726736,1.9421582177243384e-07
0.05601134364752612,1.4467292281095276,0.001009042529835429,0.005315984962454421,23.6091812174253,3.4517618967415984e-07
0.06225823629170694,1.3774870365153078,0.0009955666521898848,0.0067622013657177345,10.03154813517243,7.69313686272661e-07
0.07867444080203398,1.3127391634155783,0.0010073989451465642,0.008968633397011953,25.266760852478996,3.2790057588859303e-07
0.08375649158400578,1.4609706542085443,0.0010099644712907804,0.006469728196845088,28.48284948278832,3.2158409328403823e-07
0.056911641775082775,1.4239275066809571,0.001001490833160038,0.008648311236553253,20.4602200463343,8.786670019480591e-07
0.06899076775113715,1.5514718447955647,0.0010034712537469487,0.0012896678273378705,11.025733894350475,2.3017580857840672e-07
0.0659462565291519,1.4470731550504141,0.0010045833094202818,0.007996020694641266,19.328344140993167,8.205626135915556e-07
0.06268999565654661,1.5303415850166595,0.0010098947903528365,0.002454789997722286,13.655331278427624,3.60241589299291e-07
0.08118227980689943,1.494608211673542,0.0009992065655995148,0.004005208542666107,16.290267225053636,3.1837871716356246e-07
0.08490074199482213,1.3300408406234718,0.0010095481384883637,0.009724531318815118,10.858914871019948,8.659593212700858e-07
0.07564597310972578,1.4989256624353888,0.0009857928559238263,0.004564919702345676,20.57831822979942,3.6470569378870836e-07
0.09585984773005747,1.491061125326796,0.0010009243384062028,0.0045900378983654115,18.013539526937905,3.078443855715927e-07
0.07297656053638088,1.4636589673486906,0.000999274848362078,0.00556396642064783,11.01186320842382,7.339676375331621e-07
0.08326460815742595,1.5000135239904384,0.0010151936382114984,0.006187698765974659,16.631354591954725,8.343526051606491e-07
0.07279666398445775,1.472335335292813,0.0010038206352628773,0.0033780084685896073,11.259735981186338,2.7841000467618855e-07
0.06560163754620761,1.4465192586430062,0.0009956797544670945,0.010011931581829336,27.818500060312644,8.821627631391402e-07
0.06859505088827003,1.5262543727424989,0.0009890726890844797,0.0032413627772151943,21.393591246000405,3.1921286774306366e-07
0.06050179575635932,1.4819816596619568,0.001011614846667844,0.004204962438486486,21.325743858421568,3.098629563708414e-07
0.06629702378496559,1.5506952847744637,0.0010034153321980112,0.0033858634036453257,21.2298301510444,8.264755515400926e-07
0.09662521462830082,1.4189717732595877,0.001009437648316418,0.010675579128649838,25.88460448846865,6.02157970605616e-07
0.0807190686048046,1.4327432144761896,0.0010019976755033016,0.0087786236982644,16.787329375720475,8.325848354223728e-07
0.07299893150765241,1.4753447735566312,0.0009993370604449185,0.006713666495614979,15.264561046575247,8.65442114379727e-07
0.0682547219818971,1.4423462996204113,0.0009765511267852498,0.008641175743206424,29.579704437497355,5.644367690380847e-07
0.07692368557633714,1.4963006624544137,0.0010022548060468258,0.004702129541523178,16.82310340396717,4.624590342193041e-07
0.0680519186254813,1.4932148638458853,0.0010222141107896934,0.0053683768662490475,25.793479107128455,4.3130563460538356e-07
0.08730282938810616,1.3883397604445646,0.0009883883438226468,0.009872200998828375,25.868232226257568,4.723671296548504e-07
0.07538678623025984,1.2727608819699037,0.0010024364928179334,0.011499757486341659,14.006930422600641,8.636023068624021e-07
0.08888112779098928,1.5455427370070527,0.0010161325813553322,0.004324077749182485,26.40663787829379,6.395192205450638e-07
0.07958410860095742,1.5642983803691999,0.0009964608520616736,0.0014212608968883745,15.970182939393151,4.870614904522985e-07
0.08441687569340188,1.5352470359565369,0.0009935503370096686,0.002995685890288201,10.50467381203118,5.692687514111417e-07
0.08059571196443681,1.4498590659811799,0.0009719051839942862,0.008747577954490778,27.9435088542107,5.339203199832543e-07
0.07095440519442199,1.447903103168256,0.0009957031397394875,0.005559940720694219,17.524260571683094,4.176548648972565e-07
0.06452970664615336,1.324886112280328,0.001003560551202083,0.006468509685151884,10.13106299344427,5.430034326695e-07
0.07456451328208495,1.3350790768464582,0.0010003699790869598,0.005915644624338475,10.800498798187759,3.731184514524907e-07
0.05708440501452404,1.5116927682845296,0.0010005480231787536,0.005475278497946794,26.804425478347962,6.655027906102677e-07
0.07209869214907262,1.539556958411724,0.0009983132406557367,0.0031474428490024984,24.93374460453465,3.471190702623349e-07
0.07496194178181566,1.5686991352025337,0.0009928347137931114,0.0005909720160891769,17.927876089469464,2.487261719127694e-07
0.07694914916474448,1.3298962514074495,0.0009873607273448736,0.007267516874060955,17.05229681480599,3.4451272329841165e-07
0.07333955122846404,1.4697034027215654,0.0010004813753182761,0.009150713628727757,27.240898360122404,8.104079428131356e-07
0.07712145174380643,1.5234345835911547,0.0009789789137819166,0.0067790024522873344,28.961260276281717,8.629231372298e-07
0.07278816102357831,1.5404552350949974,0.0010147116409611392,0.0032197241474328717,24.541244486603986,3.867609720335327e-07
0.04816153077332169,1.5638182510775196,0.0010095639616151055,0.0012165316171693055,20.316756224458096,4.3870455977325643e-07
0.07592777867813363,1.427457472304246,0.0009996618126012753,0.00488876829290504,13.512576730751476,3.2750468079948107e-07
0.06959872632730257,1.376336180496449,0.0010019050966391142,0.004560758681214133,12.396227157514065,2.605360100950673e-07
0.06129133980482607,1.3551791408606089,0.0010045551712847315,0.007914595297908396,12.322857095242213,7.745458700226743e-07
0.061623084337421474,1.2893308760635467,0.0009829792470685754,0.009237240034725511,11.383500379026927,8.511268044957942e-07
