gamma,phi,eta,L,t,biscuit
0.08576166542894778,1.5058524237972384,0.0010082865830179926,0.004531136474036456,24.101639803267144,Rich Tea
0.07335750374825667,1.4652279050636716,0.0009992912661286539,0.005793656900072337,10.075642704338728,Digestive
0.06569034676043639,1.4039363804615084,0.0009785950725876157,0.007852776832501221,20.055388858288133,Hobnob
0.08321987747640892,1.5628624059676084,0.000998782757978165,0.0014381151384808071,19.80391494925346,Rich Tea
0.05690276245660915,1.5133541108765005,0.0009747978781778453,0.004792243889979951,29.34311385687877,Hobnob
0.06383944395412973,1.2829068878678938,0.0009977934317189872,0.010128454054952735,29.630642862412824,Rich Tea
0.09392901013204279,1.5359388059497696,0.000993911268299176,0.004987553822794384,17.392715348543234,Digestive
0.0703035813858315,1.2528573251285995,0.0009876289037374394,0.009767226371518774,10.686501170783751,Digestive
0.06350804341062617,1.295576683702849,0.0010044992629184941,0.007010070325422764,18.08357358948925,Rich Tea
0.08478435129783861,1.352919759305827,0.0010027834850682839,0.004845609958081514,11.544445544604557,Rich Tea
0.06448379161999217,1.4792727612947305,0.0009864128006949382,0.005492259808934843,12.552719959773137,Digestive
0.08313984318645128,1.4354457570642338,0.001007503340721794,0.006942483541014279,26.761801656264904,Rich Tea
0.08776621799701724,1.503873194108397,0.001012248209552787,0.006799142539745217,20.794223879352245,Digestive
0.06544741569768311,1.445096684636153,0.000990405422040929,0.0074118286087356,27.31612691146172,Hobnob
0.07832151684317347,1.45090463810816,0.000998380883216331,0.0041290871634185764,14.4801300453646,Rich Tea
0.08340282462382875,1.5332727313284882,0.00100315658924748,0.002589043733900645,13.088874577528497,Rich Tea
0.07919313698781638,1.233206533945498,0.0010066418653933693,0.014356948481642522,21.33079335207274,Digestive
0.0701651368900479,1.5317786923377683,0.0009845334125776991,0.002746473189877026,20.077679082795296,Rich Tea
0.07803537321274179,1.5102952568102466,0.0010130344189966068,0.0045729327917846205,11.980188644648253,Digestive
0.08227558895613514,1.5600414132078162,0.0009989146563614115,0.0019844808635941878,10.421566278018728,Digestive
0.08072654735081708,1.447158679735279,0.0010003073551860025,0.00772265368080077,15.914148768277048,Digestive
0.07359309041706402,1.4608095526108762,0.0009899034477111007,0.006967928081146076,24.370986421125355,Hobnob
0.07308274551440745,1.4655090600189722,0.001018499005220375,0.008680601389073488,24.504147646318273,Digestive
0.07701278672355336,1.4394044784262259,0.0010054579932522148,0.006044667541597799,23.00950729259621,Rich Tea
0.08082875611479401,1.461056329690426,0.0009998386651574869,0.007029683828514616,15.10593326243578,Digestive
0.07391851108436162,1.4480659752442322,0.0009760114580160453,0.01022229664836148,26.661821925460067,Digestive
0.07106006996119013,1.2774130594405029,0.001003270144089985,0.012319490226482451,24.53583946664408,Hobnob
0.09136030739132858,1.3482000019622427,0.0009923407012613612,0.007031002137751234,17.68572584145184,Rich Tea
0.05926553976355954,1.3375446735175782,0.0010066240562547144,0.008650703467904778,23.893006704526336,Hobnob
0.06831445602708484,1.4940201941260516,0.0009982120881642162,0.0059357516611723525,27.610939517139204,Hobnob
0.07227431492365338,1.3384063496362035,0.0010017220537019888,0.013301441743734824,25.14246559837247,Digestive
0.06969189138212761,1.285941174887568,0.0009904249619285689,0.011058110512040751,15.36354498325271,Digestive
0.07366567134096647,1.4406476196853872,0.001007777893962219,0.007333151213882469,18.840778761853073,Hobnob
0.06268999565654661,1.5303415850166595,0.0010098947903528365,0.002454789997722286,13.655331278427624,Rich Tea
0.07796208957071957,1.2806334825957635,0.000998157830859275,0.011137292973773616,26.705675959906742,Hobnob
0.06693724211095037,1.4235871771900936,0.0009934666089561177,0.006063538734764944,16.935988634234544,Hobnob
0.08011276509809526,1.5016290835812047,0.000983524556568309,0.006343464812656012,28.297815721200347,Hobnob
0.0747049260051772,1.2975832073984974,0.0010099503690296796,0.008470898805419149,25.19314076676747,Rich Tea
0.06934367097204629,1.5607189744926824,0.0010012395432835903,0.001346398764466396,16.743950513288844,Rich Tea
0.08667724778680647,1.3169101814596345,0.0010049725828999126,0.011086235161817901,23.258561993467833,Hobnob
0.08400276963913836,1.5345572933079135,0.0010105573039115364,0.0025719987751309284,12.963557378690435,Rich Tea
0.052848874993336084,1.503117481584362,0.0009963086823940358,0.00402272835456341,18.909248079271123,Hobnob
0.06730584960528938,1.4668681329820434,0.001000171058323388,0.005377068066069182,23.987856867365416,Rich Tea
0.06861461392251525,1.2523595549510356,0.0010185271908846442,0.010048131909158795,26.01097880384503,Rich Tea
0.07879914132281005,1.2416616523332507,0.001002164435008257,0.010083835803049833,21.66741436913626,Rich Tea
0.07271020379598712,1.5666034967494493,0.0010195169386486166,0.0014606900157721067,29.07744651139792,Hobnob
0.058314103556970795,1.3315922635706043,0.001007292183998342,0.011094384183690542,29.145785403504824,Hobnob
0.07856467398901391,1.542858667195145,0.000996952962726561,0.002206859464141105,10.148464514341196,Rich Tea
0.07744080645836779,1.5547643503418187,0.0010061562161140106,0.002144379692374369,23.46181612084446,Rich Tea
0.08603550051963432,1.3623047141022364,0.0010046875518247395,0.011594153087055567,27.849150413777725,Hobnob
0.07018602371318629,1.4654524469353867,0.001013464463756103,0.005583246595453928,14.092273177222744,Hobnob
0.07078091888030019,1.4488513665214302,0.0009985945589864591,0.00539365759520395,20.96995177853918,Rich Tea
0.07282891331764373,1.409953897610188,0.0010102932078726807,0.009248949252290641,27.361141931168802,Hobnob
0.06776554129006698,1.481753807493787,0.0010012528408343466,0.003107788261725607,10.812675492213756,Rich Tea
0.054500141699312436,1.4082281894346587,0.0009847048373990502,0.0056303603194655,18.757140197964524,Rich Tea
0.08486960302964439,1.5392674941639632,0.0010048727032958378,0.0023955538586285935,12.121638820473269,Rich Tea
0.10062035816519008,1.4858604718966357,0.0010180221403713148,0.00948187283726862,25.66396689748803,Digestive
0.07803511010850073,1.1926193376954868,0.0009956157380659016,0.007183664237513837,11.003530987699415,Rich Tea
0.06785656860090343,1.4818736188406239,0.001000988636915133,0.0037671138780912216,12.60523255421807,Rich Tea
0.0805595183108673,1.477925223865344,0.0010014350118495517,0.005175786572942233,12.83310991651044,Hobnob
0.07129576960990232,1.4663988860808663,0.000983814699282787,0.006386780566207149,14.464856546025796,Digestive
0.09217424936029972,1.3560036445049615,0.0009951126686561084,0.01190313602044477,20.11989162344254,Digestive
0.06817442886748505,1.4914518292783958,0.0010093671761826997,0.004463647743094393,13.472775418737031,Hobnob
0.08343123195333094,1.357924943228123,0.0010142748867945064,0.010295227770922795,26.686287920155603,Hobnob
0.07009418161310384,1.5034347751281545,0.001001829703989406,0.0058999531789308,24.20114813058593,Hobnob
0.07572927422483429,1.3885990368027656,0.000996454560716478,0.007803303519265998,23.747561929418698,Rich Tea
0.06206465317894794,1.4616402010332252,0.0010084027628896627,0.00730370428455841,18.374501186643066,Digestive
0.0700808276580895,1.3642789201592425,0.0010140552898530299,0.011152414368150738,20.618066891314463,Digestive
0.08906112636000137,1.4573129916138363,0.000985172909078852,0.004289944880781332,15.050530685591879,Rich Tea
0.06814228372708353,1.4819129860976739,0.0010052373284961467,0.004610976532327062,18.737827449439273,Rich Tea
0.06908100501913418,1.4870856587183152,0.0010135122986670755,0.004939775566675794,10.12244682608873,Digestive
0.08026282331969929,1.5356082923831618,0.0010034333166290617,0.003216967470851809,13.355900782662724,Hobnob
0.06483909903008299,1.5274573457155278,0.0010038929319049407,0.004033058243163683,29.517499701813087,Rich Tea
0.07489534809652208,1.3876312811993632,0.000980004977616708,0.009982353753926861,29.636923104085895,Hobnob
0.07374803412952873,1.3993364282745318,0.000995408631753838,0.012211413559557516,27.994331222680625,Digestive
0.07018450400806134,1.4448471032604042,0.0009869864048355572,0.003924299366807035,13.168098222527982,Rich Tea
0.06262059059851499,1.3028650441503382,0.001012744211012649,0.008691583288082843,20.295814718147145,Hobnob
0.07912140681176456,1.322755215661672,0.0009914001988481959,0.014849930397402396,29.407624703350276,Digestive
0.06333934828350418,1.4782241502377182,0.001007249503407431,0.004146581643396308,12.248302794855043,Hobnob
0.06694819078861997,1.3861075764287127,0.0009914619144814067,0.008658450592593871,24.91427548618248,Hobnob
0.06913860428127967,1.5305338096453913,0.0010068039317934823,0.004668976255883129,18.795273196338847,Digestive
0.08088753005592308,1.4154969560881998,0.0010087649395215865,0.005256294314980025,14.25554525775832,Rich Tea
0.08747028774664349,1.3990509135629183,0.001007327853498257,0.0072638646797466904,13.139462796237147,Hobnob
0.08495643132556872,1.5600742417846851,0.0010087788156863144,0.0023388383651557947,23.53503014899364,Hobnob
0.04368031647919472,1.3185192799449634,0.0009988651157477534,0.005124084106455611,20.94093448718339,Rich Tea
0.07640319153344291,1.520643932574466,0.0009955169000484582,0.0042588181066578225,15.628147530641357,Hobnob
0.08478705386526006,1.5000499230689908,0.0009861909639970693,0.005310291484926222,28.649385294111166,Rich Tea
0.07405059252603338,1.4723524214968269,0.0009997761989573857,0.005459527745353979,28.78503030612522,Rich Tea
0.07689219275483469,1.5311767353262502,0.0009804164122090484,0.0035900339823898364,28.348508487778833,Rich Tea
0.09304199111276713,1.3819450609284423,0.0009903324062836298,0.010161075202143956,24.052573313015728,Hobnob
0.08730282938810616,1.3883397604445646,0.0009883883438226468,0.009872200998828375,25.868232226257568,Hobnob
0.07199072346838192,1.4371478208960844,0.0010040004809127197,0.006714197000210261,29.71904283334939,Rich Tea
0.06842806597753068,1.3719723046831056,0.0010126937811028097,0.010783387073335416,22.486836310356836,Digestive
0.0830503735208934,1.3446272926016491,0.0010096074495896795,0.011871804345601372,19.897544146450517,Digestive
0.08385801005411447,1.3181889329036767,0.0009957402098008015,0.006381992216660163,10.29566530363814,Rich Tea
0.08324008790147344,1.408247327738874,0.0009804912052313148,0.006434192936412242,14.02359169897393,Hobnob
0.053754644984906105,1.5328861896421688,0.001005914763779157,0.00353320806055962,28.992682758857363,Hobnob
0.07015944884656299,1.235771978915922,0.000992123360361179,0.013328664402570389,29.211827077393835,Hobnob
0.08532086883948557,1.474187536135521,0.0009873039273901208,0.0054698452105387905,25.726877549321255,Rich Tea
0.08379641967429804,1.461075451991871,0.0009968056568775607,0.004707124833190457,12.058548799904482,Hobnob
0.07755733697992973,1.1505374242474766,0.0009910551278821133,0.015656807818728483,29.017152663524076,Hobnob
0.08138731300948453,1.521414645971756,0.001004039253036891,0.004320436762200584,10.303422290789168,Digestive
0.08335976976755848,1.3308462175997962,0.00100255719634974,0.008822196117437633,27.455874767634374,Rich Tea
0.07681471377247873,1.4635399713210235,0.0009969858522332262,0.00479220264631779,11.267977645542949,Hobnob
0.0756194415115325,1.4322570616620165,0.0010072958590629944,0.007161426518044454,12.25210759024321,Digestive
0.07879025438124813,1.4846274883274835,0.0010000858948568086,0.0029551749877686066,14.362464860942017,Rich Tea
0.06627221555861001,1.411486413021891,0.0010035199147852931,0.010607602601185684,27.528540902483588,Digestive
0.08470078454931436,1.5605940702191732,0.0009969191318696573,0.0015923031340195528,15.031845716121406,Hobnob
0.08263504888485651,1.5419027340522662,0.0010259374430156678,0.00500217282249601,29.206897099783284,Digestive
0.06686975852804203,1.3624672531016344,0.0010086015914358936,0.009106007150531207,23.414854722117575,Hobnob
0.07098359472164432,1.5524951516245542,0.0009819953151561113,0.0017766390362040207,10.84903678298902,Hobnob
0.07250458823282914,1.1351707596811678,0.0009947576747790436,0.01328276199795862,27.13202145587935,Hobnob
0.06872872378003889,1.404753807660504,0.0009930913611137105,0.00572953215830237,23.02869222696646,Rich Tea
0.06901867829034171,1.5135159392017288,0.0009885813462412582,0.004074224395922263,14.23416109602275,Hobnob
0.0834848101947612,1.4757359996871025,0.0010047560943380756,0.006223589051080335,29.281925451184943,Rich Tea
0.07587586153053742,1.5530218032326848,0.0009927372844142999,0.002372976914563547,28.249187031463006,Rich Tea
0.07143521949982835,1.4667196686735802,0.0010066599718257273,0.003428106600622333,14.689255922764898,Rich Tea
0.07922953349150355,1.4400302212504625,0.0009820470897091544,0.006101834692983731,19.561897582712916,Hobnob
0.0770388118515394,1.5005195778385605,0.0010085555377371644,0.005543757122001532,21.78297281120331,Hobnob
0.06803507994498374,1.4319760078775194,0.0009997270843719482,0.00396356804083788,11.432519590519771,Rich Tea
0.0605723120274107,1.5168226039628316,0.000995343147874969,0.004661648094332603,16.87711400558993,Digestive
0.06937766661786438,1.498172190682433,0.0009890943672879685,0.007320162673601554,27.043530586790315,Digestive
0.07460783046585799,1.3668741440085956,0.0010159202748745053,0.011590832367644474,20.133407465842062,Digestive
0.08547483637653354,1.353251572683047,0.0010077550395480093,0.012955308640521171,20.329864763487237,Digestive
0.054821378620806646,1.4692136695883067,0.0010138242152514315,0.00671566809662483,20.48076055723604,Digestive
0.08869691261618243,1.5646881431244948,0.0009929648111291574,0.0013429162135916606,19.437870577168596,Rich Tea
0.07310883625844758,1.3241258060386596,0.0010151719566044107,0.009999474952800203,21.932825412247574,Hobnob
0.06697278980570821,1.5386392518226608,0.001006644877010853,0.0022738689803920072,15.608092643185554,Rich Tea
0.07703907718877093,1.257426118145494,0.0010050990740961615,0.010043817923019423,27.597331451621027,Rich Tea
0.07739831086946856,1.5451018137050163,0.0009989717038774901,0.0025030225933257255,22.85504201317599,Rich Tea
0.07186273129072172,1.5664823756254367,0.0010106813802568558,0.0013618276205003815,28.137473604780784,Hobnob
0.06200678982622132,1.4789655304140028,0.0009936747656275583,0.004322390360083694,15.110337463142677,Hobnob
0.07961515249023701,1.4649420903280692,0.0010007771314416482,0.0035131381877955142,10.215151639959789,Rich Tea
0.07501099027511103,1.5373306440911283,0.0010143082851031208,0.0033525429965309854,10.84664815325681,Digestive
0.07137523104912778,1.456153468326596,0.0010027483918852258,0.005253610606184649,25.647708497877463,Rich Tea
0.06159388683956527,1.3116201781147825,0.0009911856172377994,0.008091707172759527,29.66009875931884,Rich Tea
0.07551609085772235,1.486530505905288,0.0010081079915168767,0.007134987147365618,21.917193150683858,Digestive
0.07632203735873995,1.4321581152467702,0.0009977232153787928,0.00489331324165935,13.771549890407114,Rich Tea
0.07681093294058564,1.4361667692036333,0.000993685570186128,0.009458988157318464,27.90566835369522,Hobnob
0.07346477132849065,1.5612358731156932,0.0010109774286215937,0.0024554976653934383,19.96659912322648,Digestive
0.07694914916474448,1.3298962514074495,0.0009873607273448736,0.007267516874060955,17.05229681480599,Rich Tea
0.0711883887660526,1.5000743685633893,0.0009888131968640865,0.00768828239688763,27.840356395877343,Digestive
0.07602231482871637,1.506848255843843,0.0009988433618372376,0.004231936703914482,12.984330523331806,Hobnob
0.0892689737146966,1.5634181933658817,0.0009913382996353693,0.001434578732744362,22.806423036987237,Rich Tea
0.0777487335766621,1.216882017351714,0.0010037805466261188,0.008768244724551623,12.533464997503911,Hobnob
0.08418416850739294,1.5373896060659107,0.0010023718438959919,0.0032364029215389235,28.946869344432205,Rich Tea
0.0704589406136272,1.41704761068782,0.0009921775530341364,0.0074876946396043595,19.567931891829176,Hobnob
0.056390266340322626,1.4927963449793198,0.0010138061293608045,0.006241738265681593,24.183837330136182,Digestive
0.07173690076363579,1.557585522363364,0.0010038854586703711,0.0029190257624840013,29.26307593166866,Hobnob
0.08224434974590605,1.49407195986189,0.000994240268323777,0.005200600089770245,10.479121274476606,Digestive
0.07586992071266159,1.4418290248803187,0.0009986947664311482,0.0046266420660860804,16.016939659794243,Rich Tea
0.08170686849516368,1.3790855506484068,0.000994223076281544,0.00707314387957778,14.119394140710211,Hobnob
0.061686519222498626,1.4430358216036843,0.0009853122706683104,0.00819834265425966,20.27638075835938,Digestive
0.06477396506750527,1.5563366513747503,0.0010059183035008637,0.0021411699436160083,12.88932589318133,Digestive
0.07316917598380493,1.545741341862381,0.0010016249686643395,0.0031585971303811178,14.889967624735467,Digestive
0.09654206670449196,1.551642720988234,0.0010074942505092208,0.0030183929150523637,27.75347264720026,Rich Tea
0.08221078276654126,1.3478763326155172,0.0010147976437417908,0.005690780011510464,14.324977057919524,Rich Tea
0.07060511883162945,1.372913281136144,0.0010037080555225849,0.012725119440907897,29.867418274087765,Digestive
0.07819393882053548,1.4607729760865067,0.0010126762722555156,0.009504731218830364,25.381615313589627,Digestive
0.07043480576161266,1.4981380661875918,0.000991473764131178,0.003329518733616862,17.03444864109273,Rich Tea
0.07633866005271465,1.2323609611870425,0.0010077989135863499,0.009193851540849547,22.628726305865747,Rich Tea
0.07500053680357066,1.2925510357945393,0.0010027118373451614,0.015338900687805673,25.87717385420006,Digestive
0.06091709836433038,1.5331383424227443,0.001009366441293194,0.002727468468551824,12.009775001293267,Hobnob
0.06463504992266564,1.5554000455770285,0.0009926033236262448,0.001192070683971917,10.058568814196791,Rich Tea
0.08126398070343967,1.4269780023824965,0.000991950422564543,0.00967429997135531,17.324546708106702,Digestive
0.08065328164784696,1.477541486026098,0.0009896761547021806,0.006993477442137404,19.948734590292403,Hobnob
0.07127049005463125,1.3877453934996982,0.0010187932195333184,0.007150886519063281,15.883203414899384,Hobnob
0.07209869214907262,1.539556958411724,0.0009983132406557367,0.0031474428490024984,24.93374460453465,Rich Tea
0.06968182132234475,1.4780075422053882,0.0010025866436593983,0.006334110678725561,25.172597006780332,Hobnob
0.0588913810058761,1.3791432563784303,0.0010056358374025045,0.008634201312758206,29.853702451692982,Hobnob
0.061143679493733616,1.5611113906520364,0.000997459422926355,0.0012743533199640012,17.54409249913758,Rich Tea
0.056911641775082775,1.4239275066809571,0.001001490833160038,0.008648311236553253,20.4602200463343,Digestive
0.06485232547788108,1.4657371485404571,0.001007921548344376,0.009027618445881935,29.444261313606106,Digestive
0.07571081421416516,1.4087791661262345,0.0010055672924231477,0.010529088806774103,21.49952237372373,Digestive
0.06889002436593211,1.436335617755009,0.0009814253307567874,0.007169876864679833,13.44209238483987,Digestive
0.06919304224367047,1.527444480196016,0.0010123519299538395,0.004520191344791424,19.53297014906608,Hobnob
